REF_IND,GENRE_IND,TYP_DOC_ID_IND,NUM_DOC_ID_IND,LIEU_DOC_ID_IND,DATE_DOC_ID_IND,COD_TVA_IND,NOM_IND,PRE_IND,DAT_NAISS_CREAT,GRP_IND,LIM_CRED_GLO_IND,LIM_FIN_GLO_IND,INFO_IND,DAT_INFO_IND,ID_NLDP,COD_SCLAS,ABRV_IND,LOGO_IND,PHOTO_IND,MF_IND,RC_IND,EXO_TVA,DAT_DEB_EXO,DAT_FIN_EXO,TEL_IND,FAX_IND,EMAIL_IND,REF_ADH_IND,FROM_JUR_IND,EXO_IND,ADR_IND,CP_IND,REF_ACH_IND,ID_GROUPE
620,PM   ,Registre De Commerce,B116231997,NUMÉRO INTROUVABLE,2018-05-04,0044547X            ,XF600,SH600,2018-05-04,False,,,0,,1.0,0000000,,,,,B116231997,False,2018-05-04,2018-05-04,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782989,
621,PM   ,Registre De Commerce,B186881999,NUMÉRO INTROUVABLE,2018-05-04,0646274N            ,XF601,SH601,2018-05-04,False,,,0,,1.0,0000000,,,,,B186881999,False,2018-05-04,2018-05-04,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782990,
622,PM   ,Registre De Commerce,C0722942007,NUMÉRO INTROUVABLE,2018-05-04,0040102C            ,XF602,SH602,2018-05-04,False,,,0,,1.0,0000000,,,,,C0722942007,False,2018-05-04,2018-05-04,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782991,
623,PP   ,Carte d’identité nationale,04182819,NUMÉRO INTROUVABLE,2018-05-05,FAX Introuvable     ,XF603,SH603,2018-05-05,False,,,0,,2.0,0000000,,,,,,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782959,
624,PM   ,Registre De Commerce,B125651997,NUMÉRO INTROUVABLE,2018-05-10,0496311P            ,XF604,SH604,2018-05-10,False,,,0,,1.0,0000000,,,,,B125651997,False,2018-05-10,2018-05-10,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782992,
625,PM   ,Registre De Commerce, B02126392015,NUMÉRO INTROUVABLE,2018-05-12,1407811T            ,XF605,SH605,2018-05-12,False,,,0,,1.0,0000000,,,,, B02126392015,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783011,
626,PM   ,Registre De Commerce, B04245252016,NUMÉRO INTROUVABLE,2018-05-12,1487893G            ,XF606,SH606,2018-05-12,False,,,0,,1.0,0000000,,,,, B04245252016,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783005,
627,PM   ,Registre De Commerce, B51153672016,NUMÉRO INTROUVABLE,2018-05-12,1468992C            ,XF607,SH607,2018-05-12,False,,,0,,1.0,0000000,,,,, B51153672016,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783007,
628,PM   ,Registre De Commerce, B51228002016,NUMÉRO INTROUVABLE,2018-05-12,1483836E            ,XF608,SH608,2018-05-12,False,,,0,,1.0,0000000,,,,, B51228002016,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783020,
629,PM   ,Registre De Commerce, B0460492018,NUMÉRO INTROUVABLE,2018-05-12,1555852D            ,XF609,SH609,2018-05-12,False,,,0,,1.0,0000000,,,,, B0460492018,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783013,
630,PM   ,Registre De Commerce, A0834902010,NUMÉRO INTROUVABLE,2018-05-12,1104552L            ,XF610,SH610,2018-05-12,False,,,0,,1.0,0000000,,,,, A0834902010,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783018,
631,PM   ,Registre De Commerce, B03170332017,NUMÉRO INTROUVABLE,2018-05-12,1527639S            ,XF611,SH611,2018-05-12,False,,,0,,1.0,0000000,,,,, B03170332017,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783015,
632,PM   ,Registre De Commerce, B91180332017,NUMÉRO INTROUVABLE,2018-05-12,1529694J            ,XF612,SH612,2018-05-12,False,,,0,,1.0,0000000,,,,, B91180332017,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782624,
633,PM   ,Registre De Commerce, A2213022013,NUMÉRO INTROUVABLE,2018-05-12,0935134L            ,XF613,SH613,2018-05-12,False,,,0,,1.0,0000000,,,,, A2213022013,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783228,
634,PM   ,Registre De Commerce, B079292009,NUMÉRO INTROUVABLE,2018-05-12,1084739H            ,XF614,SH614,2018-05-12,False,,,0,,1.0,0000000,,,,, B079292009,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783008,
635,PM   ,Registre De Commerce, B1542342017,NUMÉRO INTROUVABLE,2018-05-12,1498077Q            ,XF615,SH615,2018-05-12,False,,,0,,1.0,0000000,,,,, B1542342017,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783014,
636,PM   ,Registre De Commerce, B01174652017,NUMÉRO INTROUVABLE,2018-05-12,1528793G            ,XF616,SH616,2018-05-12,False,,,0,,1.0,0000000,,,,, B01174652017,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783004,
637,PM   ,Registre De Commerce, B1534542012,NUMÉRO INTROUVABLE,2018-05-12,1235373M            ,XF617,SH617,2018-05-12,False,,,0,,1.0,0000000,,,,, B1534542012,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782996,
638,PM   ,Registre De Commerce, B08192842017,NUMÉRO INTROUVABLE,2018-05-12,1533266W            ,XF618,SH618,2018-05-12,False,,,0,,1.0,0000000,,,,, B08192842017,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783010,
639,PM   ,Registre De Commerce, B09145222017,NUMÉRO INTROUVABLE,2018-05-12,1523127E            ,XF619,SH619,2018-05-12,False,,,0,,1.0,0000000,,,,, B09145222017,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783019,
640,PM   ,Registre De Commerce, B119631999,NUMÉRO INTROUVABLE,2018-05-12,0544077V            ,XF620,SH620,2018-05-12,False,,,0,,1.0,0000000,,,,, B119631999,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783021,
641,PM   ,Registre De Commerce, A13255582016,NUMÉRO INTROUVABLE,2018-05-12,1481690W            ,XF621,SH621,2018-05-12,False,,,0,,1.0,0000000,,,,, A13255582016,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783002,
642,PM   ,Registre De Commerce, B09136522013,NUMÉRO INTROUVABLE,2018-05-12,1306990C            ,XF622,SH622,2018-05-12,False,,,0,,1.0,0000000,,,,, B09136522013,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783016,
643,PM   ,Registre De Commerce, B17216462016,NUMÉRO INTROUVABLE,2018-05-12,1480914N            ,XF623,SH623,2018-05-12,False,,,0,,1.0,0000000,,,,, B17216462016,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783009,
644,PM   ,Registre De Commerce, A08173372013,NUMÉRO INTROUVABLE,2018-05-12,1309079R            ,XF624,SH624,2018-05-12,False,,,0,,1.0,0000000,,,,, A08173372013,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782873,
645,PM   ,Registre De Commerce, B06210692014,NUMÉRO INTROUVABLE,2018-05-12,1372537E            ,XF625,SH625,2018-05-12,False,,,0,,1.0,0000000,,,,, B06210692014,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783006,
646,PM   ,Registre De Commerce, A07204182015,NUMÉRO INTROUVABLE,2018-05-12,1412708E            ,XF626,SH626,2018-05-12,False,,,0,,1.0,0000000,,,,, A07204182015,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783024,
647,PM   ,Registre De Commerce, A51106532013,NUMÉRO INTROUVABLE,2018-05-12,1283147X            ,XF627,SH627,2018-05-12,False,,,0,,1.0,0000000,,,,, A51106532013,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782998,
648,PM   ,Registre De Commerce, A1192491998,NUMÉRO INTROUVABLE,2018-05-12,0414526B            ,XF628,SH628,2018-05-12,False,,,0,,1.0,0000000,,,,, A1192491998,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782994,
649,PM   ,Registre De Commerce, B16176132009,NUMÉRO INTROUVABLE,2018-05-12,1121601A            ,XF629,SH629,2018-05-12,False,,,0,,1.0,0000000,,,,, B16176132009,False,2018-05-12,2018-05-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783012,
650,PM   ,Registre De Commerce, A0856022005,NUMÉRO INTROUVABLE,2018-05-14,0580842N            ,XF630,SH630,2018-05-14,False,,,0,,1.0,0000000,,,,, A0856022005,False,2018-05-14,2018-05-14,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782874,
651,PM   ,Registre De Commerce, A8139532015,NUMÉRO INTROUVABLE,2018-05-14,1380618B            ,XF631,SH631,2018-05-14,False,,,0,,1.0,0000000,,,,, A8139532015,False,2018-05-14,2018-05-14,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783001,
652,PM   ,Registre De Commerce,B151062001,NUMÉRO INTROUVABLE,2018-05-14,0773418W            ,XF632,SH632,2018-05-14,False,,,0,,1.0,0000000,,,,, B151062001,False,2018-05-14,2018-05-14,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782993,
653,PM   ,Registre De Commerce, A21213592010,NUMÉRO INTROUVABLE,2018-05-14,1176086C            ,XF633,SH633,2018-05-14,False,,,0,,1.0,0000000,,,,, A21213592010,False,2018-05-14,2018-05-14,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783022,
654,PM   ,Registre De Commerce, B0150012007,NUMÉRO INTROUVABLE,2018-05-14,1012861M            ,XF634,SH634,2018-05-14,False,,,0,,1.0,0000000,,,,, B0150012007,False,2018-05-14,2018-05-14,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783017,
655,PM   ,Registre De Commerce, A1273561997,NUMÉRO INTROUVABLE,2018-05-14,0190482N            ,XF635,SH635,2018-05-14,False,,,0,,1.0,0000000,,,,, A1273561997,False,2018-05-14,2018-05-14,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783000,
656,PM   ,Registre De Commerce,B130841998,NUMÉRO INTROUVABLE,2018-05-14,0006989H            ,XF636,SH636,2018-05-14,False,,,0,,1.0,0000000,,,,,B130841998,False,2018-05-14,2018-05-14,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783023,
657,PM   ,Registre De Commerce,B00000000,NUMÉRO INTROUVABLE,2018-05-19,1057735A            ,XF637,SH637,2018-05-19,False,,,0,,1.0,0000000,,,,,B00000000,False,2018-05-19,2018-05-19,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41782374,
658,PM   ,Registre De Commerce,B08202752014,NUMÉRO INTROUVABLE,2018-05-19,1369786W            ,XF638,SH638,2018-05-19,False,,,0,,1.0,0000000,,,,,B08202752014,False,2018-05-19,2018-05-19,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783030,
659,PM   ,Registre De Commerce,B1114191996,NUMÉRO INTROUVABLE,2018-05-22,0042755V            ,XF639,SH639,2018-05-22,False,,,0,,1.0,0000000,,,,,B1114191996,False,2018-05-22,2018-05-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783025,
660,PM   ,Registre De Commerce,A1863042006,NUMÉRO INTROUVABLE,2018-05-22,0820799Q            ,XF640,SH640,2018-05-22,False,,,0,,1.0,0000000,,,,,A1863042006,False,2018-05-22,2018-05-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783026,
661,PM   ,Registre De Commerce,B01185892011,NUMÉRO INTROUVABLE,2018-05-22,1218914X            ,XF641,SH641,2018-05-22,False,,,0,,1.0,0000000,,,,,B01185892011,False,2018-05-22,2018-05-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783027,
662,PM   ,Registre De Commerce,A2073822012,NUMÉRO INTROUVABLE,2018-05-22,1239524B            ,XF642,SH642,2018-05-22,False,,,0,,1.0,0000000,,,,,A2073822012,False,2018-05-22,2018-05-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783028,
663,PM   ,Registre De Commerce,B5112002018,NUMÉRO INTROUVABLE,2018-05-22,1548427X            ,XF643,SH643,2018-05-22,False,,,0,,1.0,0000000,,,,,B5112002018,False,2018-05-22,2018-05-22,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783029,
664,PM   ,Registre De Commerce,B0318342007,NUMÉRO INTROUVABLE,2018-05-29,0993754J            ,XF644,SH644,2018-05-29,False,,,0,,1.0,0000000,,,,,B0318342007,False,2018-05-29,2018-05-29,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783031,
665,PM   ,Registre De Commerce,B0118122018,NUMÉRO INTROUVABLE,2018-05-29,1550732Z            ,XF645,SH645,2018-05-29,False,,,0,,1.0,0000000,,,,,B0118122018,False,2018-05-29,2018-05-29,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783032,
666,PM   ,Registre De Commerce,B142431996,NUMÉRO INTROUVABLE,2018-06-04,0000123L            ,XF646,SH646,2018-06-04,False,,,0,,1.0,0000000,,,,,B142431996,False,2018-06-04,2018-06-04,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783038,
667,PM   ,Registre De Commerce,B51181902016,NUMÉRO INTROUVABLE,2018-06-06,1474968Q            ,XF647,SH647,2018-06-06,False,,,0,,1.0,0000000,,,,,B51181902016,False,2018-06-06,2018-06-06,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783033,
668,PM   ,Registre De Commerce,B115192001,98628845,2018-06-06,0756196D            ,XF648,SH648,2018-06-06,False,,,0,,1.0,0000000,,,,,B115192001,False,2018-06-06,2018-06-06,98628845,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783034,
669,PM   ,Registre De Commerce,B5165212013,53255206,2018-06-06,1289549N            ,XF649,SH649,2018-06-06,False,,,0,,1.0,0000000,,,,,B5165212013,False,2018-06-06,2018-06-06,53255206,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783035,
670,PM   ,Registre De Commerce,B02198832013,71448530,2018-06-06,1320454R            ,XF650,SH650,2018-06-06,False,,,0,,1.0,0000000,,,,,B02198832013,False,2018-06-06,2018-06-06,71448530,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783036,
671,PM   ,Registre De Commerce,B192751999,NUMÉRO INTROUVABLE,2018-06-06,0553912G            ,XF651,SH651,2018-06-06,False,,,0,,1.0,0000000,,,,,B192751999,False,2018-06-06,2018-06-06,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783037,
672,PM   ,Registre De Commerce,B51103232018,NUMÉRO INTROUVABLE,2018-06-13,1567363E            ,XF652,SH652,2018-06-13,False,,,0,,1.0,0000000,,,,,B51103232018,False,2018-06-13,2018-06-13,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783039,
673,PM   ,Registre De Commerce,B0782922008,NUMÉRO INTROUVABLE,2018-06-25,1076074R            ,XF653,SH653,2018-06-25,False,,,0,,1.0,0000000,,,,,B0782922008,False,2018-06-25,2018-06-25,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783040,
674,PM   ,Registre De Commerce,B21185062012,NUMÉRO INTROUVABLE,2018-06-26,1267126Y            ,XF654,SH654,2018-06-26,False,,,0,,1.0,0000000,,,,,B21185062012,False,2018-06-26,2018-06-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783041,
675,PM   ,Registre De Commerce,B01226592014,NUMÉRO INTROUVABLE,2018-06-26,1375024W            ,XF655,SH655,2018-06-26,False,,,0,,1.0,0000000,,,,,B01226592014,False,2018-06-26,2018-06-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783044,
676,PM   ,Registre De Commerce,B0235672008,NUMÉRO INTROUVABLE,2018-06-26,1048499G            ,XF656,SH656,2018-06-26,False,,,0,,1.0,0000000,,,,,B0235672008,False,2018-06-26,2018-06-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783045,
677,PM   ,Registre De Commerce,A21117562014,NUMÉRO INTROUVABLE,2018-06-26,1353507R            ,XF657,SH657,2018-06-26,False,,,40905753,,1.0,0000000,,,,,A21117562014,False,2018-06-26,2018-06-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40905753,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41705753,
678,PM   ,Registre De Commerce,B21235442015,NUMÉRO INTROUVABLE,2018-06-26,1431046V            ,XF658,SH658,2018-06-26,False,,,,,2.0,0000000,,,,,B21235442015,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40904498,SARL                                                                                                ,False,ADRS Introuvable,2095      ,REF INT,
679,PM   ,Registre De Commerce,B219522014,NUMÉRO INTROUVABLE,2014-05-06,1349053C            ,XF659,SH659,2014-05-06,False,,,40905751,,1.0,II63300,,,,,B219522014,False,2018-06-26,2018-06-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40905751,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
680,PM   ,Registre De Commerce,B21220912017,NUMÉRO INTROUVABLE,2018-06-27,1538420J            ,XF660,SH660,2018-06-27,False,,,0,,1.0,NN85310,,,,,B21220912017,False,2018-06-26,2018-06-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783043,
681,PM   ,Registre De Commerce,B0451072004,NUMÉRO INTROUVABLE,2018-06-27,J                   ,XF661,SH661,2018-06-27,False,,,0,,1.0,NN85310,,,,,B0451072004,False,2018-06-26,2018-06-26,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783042,
682,PM   ,Registre De Commerce,B0167672008,NUMÉRO INTROUVABLE,2018-06-28,0867795N            ,XF662,SH662,2018-06-28,False,,,0,,1.0,0000000,,,,,B0167672008,False,2018-06-27,2018-06-27,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783047,
683,PM   ,Registre De Commerce,B0218932012,NUMÉRO INTROUVABLE,2018-06-29,1231833C            ,XF663,SH663,2018-06-29,False,,,0,,1.0,0000000,,,,,B0218932012,False,2018-06-29,2018-06-29,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783046,
684,PM   ,Registre De Commerce,B111851996,NUMÉRO INTROUVABLE,2018-07-05,0003889R            ,XF664,SH664,2018-07-05,False,,,0,,1.0,0000000,,,,,B111851996,False,2018-07-05,2018-07-05,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783048,
685,PM   ,Registre De Commerce,A5195302018,NUMÉRO INTROUVABLE,2018-07-09,1565274W            ,XF665,SH665,2018-07-09,False,,,40905787,,1.0,0000000,,,,,A5195302018,False,2018-07-09,2018-07-09,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40905787,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,REF INT,
686,PM   ,Registre De Commerce,B25129642012,NUMÉRO INTROUVABLE,2018-07-12,1256009J            ,XF666,SH666,2018-07-12,False,,,,,2.0,0000000,EDS1018             ,,,,B25129642012,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,40905807,SARL                                                                                                ,False,ADRS Introuvable,2095      ,REF INT,
687,PM   ,Registre De Commerce,B8139952014,NUMÉRO INTROUVABLE,2018-07-12,1337652G            ,XF667,SH667,2018-07-12,False,,,0,,1.0,0000000,,,,,B8139952014,False,2018-07-12,2018-07-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783050,
688,PM   ,Registre De Commerce,A20163202009,NUMÉRO INTROUVABLE,2018-07-12,1083866K            ,XF668,SH668,2018-07-12,False,,,0,,1.0,0000000,,,,,A20163202009,False,2018-07-12,2018-07-12,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783051,
689,PM   ,Registre De Commerce,B1687922011,NUMÉRO INTROUVABLE,2018-07-12,1198127N            ,XF669,SH669,2018-07-12,False,,,,,2.0,0000000,,,,,B1687922011,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,False,ADRS Introuvable,2095      ,REF INT,
690,PM   ,Registre De Commerce,B01166852014,NUMÉRO INTROUVABLE,2018-07-18,1363137Q            ,XF670,SH670,2018-07-18,False,,,0,,1.0,0000000,,,,,B01166852014,False,2018-07-18,2018-07-18,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783056,
691,PM   ,Registre De Commerce,B016322016,NUMÉRO INTROUVABLE,2018-07-19,1434888V            ,XF671,SH671,2018-07-19,False,,,0,,1.0,0000000,,,,,B016322016,False,2018-07-18,2018-07-18,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783057,
692,PM   ,Registre De Commerce,B01132242013,NUMÉRO INTROUVABLE,2018-07-19,1306183C            ,XF672,SH672,2018-07-19,False,,,0,,1.0,0000000,,,,,B01132242013,False,2018-07-19,2018-07-19,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783052,
693,PM   ,Registre De Commerce,B110272002 ,NUMÉRO INTROUVABLE,2018-07-19,0784049A            ,XF673,SH673,2018-07-19,False,,,0,,1.0,0000000,,,,,B110272002 ,False,2018-07-19,2018-07-19,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783054,
694,PM   ,Registre De Commerce,B084632006,NUMÉRO INTROUVABLE,2018-07-19,0946435G            ,XF674,SH674,2018-07-19,False,,,0,,1.0,0000000,,,,,B084632006,False,2018-07-19,2018-07-19,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783055,
695,PM   ,Registre De Commerce,B25169262011,NUMÉRO INTROUVABLE,2018-07-19,1217122R            ,XF675,SH675,2018-07-19,False,,,0,,1.0,0000000,,,,,B25169262011,False,2018-07-19,2018-07-19,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,0,JUR Introuvable                                                                                     ,False,ADRS Introuvable,CP Introuvable,41783053,
